,Unnamed: 0,TrackSegment,TourID,DateTime,Latitude,Longitude,A2_RSSI,SNR,avg_snr,avg_rssi,Failure,TS
73365,594483,272,29868297.0,2021-06-01 05:48:53,47.35339653374795,8.108973252101697,2.4,1.0,1.0000000000000244,2.430000000000001,0,1622515733
73366,594484,272,29872733.0,2021-06-01 07:23:18,47.353389160508,8.108978881829316,2.6,1.0,1.0000000000000244,2.4680000000000013,0,1622517078
73367,594485,272,29891348.0,2021-06-01 14:35:18,47.353367837895114,8.108995162392969,2.4,1.0,1.0000000000000244,2.4400000000000013,0,1622527878
73368,594486,272,29895811.0,2021-06-01 16:08:44,47.35344400147119,8.108937008828224,2.5,1.0,1.0000000000000244,2.4880000000000018,0,1622529164
73369,594487,272,29900487.0,2021-06-01 17:08:19,47.353417378096616,8.108957336709569,2.4,1.0,1.0000000000000244,2.4600000000000013,0,1622530579
73370,594488,272,29904902.0,2021-06-01 18:41:40,47.35337305894611,8.108991175937195,2.51,1.0,1.0000000000000244,2.482000000000001,0,1622534020
73371,594489,272,29909343.0,2021-06-01 19:36:28,47.353389957615,8.108978273210115,2.41,1.0,1.0000000000000244,2.4440000000000013,0,1622535148
73769,597991,273,29868297.0,2021-06-01 05:48:48,47.35260082166188,8.109580806220007,2.4,1.0,1.0000000000000244,2.380000000000001,0,1622515728
73770,597992,273,29872733.0,2021-06-01 07:23:23,47.35255427061171,8.1096163495814,2.27,1.0,1.0000000000000244,2.3600000000000017,0,1622517083
73771,597993,273,29891348.0,2021-06-01 14:35:13,47.35256861853814,8.109605394435764,2.44,1.0,1.0000000000000244,2.374000000000001,0,1622527873
73772,597994,273,29895811.0,2021-06-01 16:08:49,47.35258328530737,8.109594195842451,2.4,1.0,1.0000000000000244,2.374000000000001,0,1622529169
73773,597995,273,29900487.0,2021-06-01 17:08:15,47.352618557293155,8.109567264442765,2.44,1.0,1.0000000000000244,2.390000000000001,0,1622530575
73774,597996,273,29904902.0,2021-06-01 18:41:45,47.352597633233785,8.109583240696816,2.37,1.0,1.0000000000000244,2.384000000000001,0,1622534025
73775,597997,273,29909343.0,2021-06-01 19:36:23,47.35257850266522,8.109597847557662,2.41,1.0,1.0000000000000244,2.4120000000000013,0,1622535143
74173,601499,274,29868297.0,2021-06-01 05:48:44,47.35180590668284,8.110187751719115,2.33,1.0,1.0000000000000244,2.358000000000001,0,1622515724
74174,601500,274,29872733.0,2021-06-01 07:23:28,47.35178318913268,8.11020509736637,2.47,1.0,1.0000000000000244,2.392000000000001,0,1622517088
74175,601501,274,29891348.0,2021-06-01 14:35:09,47.35177083397381,8.110214530964,2.4,1.0,1.0000000000000244,2.3920000000000017,0,1622527869
74176,601502,274,29895811.0,2021-06-01 16:08:54,47.351805109575814,8.110188360338316,2.44,1.0,1.0000000000000244,2.4080000000000017,0,1622529174
74177,601503,274,29900487.0,2021-06-01 17:08:10,47.3518188136366,8.110177728717598,2.33,1.0,1.0000000000000244,2.394000000000001,0,1622530570
74178,601504,274,29904902.0,2021-06-01 18:41:49,47.35179502399261,8.110195762029731,2.34,1.0,1.0000000000000244,2.3960000000000017,0,1622534029
74179,601505,274,29909343.0,2021-06-01 19:36:19,47.351767446268966,8.110217117595607,2.41,1.0,1.0000000000000244,2.384000000000001,0,1622535139
74577,605007,275,29868297.0,2021-06-01 05:48:39,47.35100773279878,8.110784393751114,2.54,1.0,1.0000000000000244,2.4360000000000013,0,1622515719
74578,605008,275,29872733.0,2021-06-01 07:23:32,47.3510143995688,8.110779798046252,2.5,1.0,1.0000000000000244,2.442000000000001,0,1622517092
74579,605009,275,29891348.0,2021-06-01 14:35:04,47.3509698397357,8.110811724349873,2.47,1.0,1.0000000000000244,2.4560000000000017,0,1622527864
74580,605010,275,29895811.0,2021-06-01 16:08:58,47.35102467993166,8.110772232432783,2.31,1.0,1.0000000000000244,2.4240000000000017,0,1622529178
74581,605011,275,29900487.0,2021-06-01 17:08:06,47.351016010670996,8.110778630796274,2.51,1.0,1.0000000000000244,2.466000000000001,0,1622530566
74582,605012,275,29904902.0,2021-06-01 18:41:54,47.350989119908746,8.110798477571914,2.51,1.0,1.0000000000000244,2.4600000000000017,0,1622534034
74583,605013,275,29909343.0,2021-06-01 19:36:15,47.35104370414256,8.11075819157957,2.47,1.0,1.0000000000000244,2.454000000000001,0,1622535135
74981,608515,276,29868297.0,2021-06-01 05:48:35,47.35019909209253,8.111343945105478,2.37,1.0,1.0000000000000244,2.4200000000000017,0,1622515715
74982,608516,276,29872733.0,2021-06-01 07:23:37,47.35014872867129,8.111375248568104,2.64,1.0,1.0000000000000244,2.4600000000000017,0,1622517097
74983,608517,276,29891348.0,2021-06-01 14:35:00,47.35015738582109,8.111370959303965,2.44,1.0,1.0000000000000244,2.462000000000001,0,1622527860
74984,608518,276,29895811.0,2021-06-01 16:09:03,47.35014277091803,8.111378937283138,2.51,1.0,1.0000000000000244,2.478000000000001,0,1622529183
74985,608519,276,29900487.0,2021-06-01 17:08:01,47.35020117224382,8.111341333093588,2.3,1.0,1.0000000000000244,2.4520000000000013,0,1622530561
74986,608520,276,29904902.0,2021-06-01 18:41:58,47.35017334904746,8.111359161218838,2.44,1.0,1.0000000000000244,2.466000000000001,0,1622534038
74987,608521,276,29909343.0,2021-06-01 19:36:10,47.350217118769855,8.111331019301343,2.34,1.0,1.0000000000000244,2.406000000000001,0,1622535130
75385,612023,277,29868297.0,2021-06-01 05:48:30,47.34936933483888,8.111827113321315,2.4,1.0,1.0000000000000244,2.3600000000000008,0,1622515710
75386,612024,277,29872733.0,2021-06-01 07:23:42,47.349344619816144,8.111843238532975,2.47,1.0,1.0000000000000244,2.388000000000001,0,1622517102
75387,612025,277,29891348.0,2021-06-01 14:34:55,47.34932258294111,8.11185038383216,2.4,1.0,1.0000000000000244,2.388000000000001,0,1622527855
75388,612026,277,29895811.0,2021-06-01 16:09:08,47.349328674503234,8.111851173185459,2.3,1.0,1.0000000000000244,2.382000000000001,0,1622529188
75389,612027,277,29900487.0,2021-06-01 17:07:57,47.349365370218926,8.111832514940932,2.34,1.0,1.0000000000000244,2.382000000000001,0,1622530557
75390,612028,277,29904902.0,2021-06-01 18:42:03,47.349337139164035,8.111846778218244,2.34,1.0,1.0000000000000244,2.370000000000001,0,1622534043
75391,612029,277,29909343.0,2021-06-01 19:36:06,47.349369996418716,8.111829975008558,2.43,1.0,1.0000000000000244,2.362000000000001,0,1622535126
75789,615530,278,29868297.0,2021-06-01 05:48:26,47.348514411381544,8.112192394882992,2.4,1.0,1.0000000000000244,2.4160000000000013,0,1622515706
75790,615531,278,29872733.0,2021-06-01 07:23:46,47.348501574672454,8.112193400726978,2.52,1.0,1.0000000000000244,2.446000000000001,0,1622517106
75791,615532,278,29891348.0,2021-06-01 14:34:51,47.348462748504716,8.112209347062919,2.4,1.0,1.0000000000000244,2.438000000000001,0,1622527851
75792,615533,278,29895811.0,2021-06-01 16:09:12,47.34848655641458,8.11219862044088,2.34,1.0,1.0000000000000244,2.426000000000001,0,1622529192
75793,615534,278,29900487.0,2021-06-01 17:07:52,47.348504698250544,8.112192176458638,2.4,1.0,1.0000000000000244,2.4120000000000017,0,1622530552
75794,615535,278,29904902.0,2021-06-01 18:42:07,47.34847177834882,8.112202950149781,2.4,1.0,1.0000000000000244,2.4120000000000013,0,1622534047
75795,615536,278,29909343.0,2021-06-01 19:36:01,47.34849609916685,8.112194865586599,2.47,1.0,1.0000000000000244,2.402000000000001,0,1622535121
76193,619037,279,29868297.0,2021-06-01 05:48:21,47.34764664178237,8.112415342571278,2.46,1.0,1.0000000000000246,2.442000000000001,0,1622515701
76194,619038,279,29872733.0,2021-06-01 07:23:51,47.34754707034913,8.112436103420777,2.35,1.0,1.0000000000000246,2.4240000000000013,0,1622517111
76195,619039,279,29891348.0,2021-06-01 14:34:46,47.34757585720384,8.112429895549798,2.44,1.0,1.0000000000000246,2.4240000000000013,0,1622527846
76196,619040,279,29895811.0,2021-06-01 16:09:17,47.34753711763054,8.112438229906676,2.41,1.0,1.0000000000000246,2.4120000000000013,0,1622529197
76197,619041,279,29900487.0,2021-06-01 17:07:48,47.34762403737936,8.112420819776428,2.47,1.0,1.0000000000000246,2.426000000000001,0,1622530548
76198,619042,279,29904902.0,2021-06-01 18:42:12,47.3475916180431,8.112427930529279,2.36,1.0,1.0000000000000246,2.406000000000001,0,1622534052
76199,619043,279,29909343.0,2021-06-01 19:35:57,47.34760316604812,8.112425413789508,2.47,1.0,1.0000000000000246,2.430000000000001,0,1622535117
76597,622543,280,29868297.0,2021-06-01 05:48:16,47.34669948894904,8.112588313886665,2.19,1.0,1.0000000000000244,2.3080000000000016,0,1622515696
76598,622544,280,29872733.0,2021-06-01 07:23:56,47.346681410744075,8.112591209412491,2.6,1.0,1.0000000000000244,2.396000000000001,0,1622517116
76599,622545,280,29891348.0,2021-06-01 14:34:42,47.34668185711951,8.112591137918027,2.23,1.0,1.0000000000000244,2.3420000000000014,0,1622527842
76600,622546,280,29895811.0,2021-06-01 16:09:22,47.34668498174753,8.112590637456773,2.5,1.0,1.0000000000000244,2.404000000000001,0,1622529202
76601,622547,280,29900487.0,2021-06-01 17:07:43,47.346756446454016,8.112579191192946,2.3,1.0,1.0000000000000244,2.3640000000000017,0,1622530543
76602,622548,280,29904902.0,2021-06-01 18:42:16,47.346725914374545,8.112584081414344,2.47,1.0,1.0000000000000244,2.4200000000000013,0,1622534056
76603,622549,280,29909343.0,2021-06-01 19:35:52,47.34670395270334,8.112587598942016,2.26,1.0,1.0000000000000244,2.3520000000000008,0,1622535112
77001,626050,281,29868297.0,2021-06-01 05:48:10,47.34578402320715,8.11273555156939,2.06,1.0,0.9600000000000248,2.0680000000000014,0,1622515690
77002,626051,281,29872733.0,2021-06-01 07:24:00,47.34578285035487,8.112735951774903,2.3,1.0,1.0000000000000249,2.116000000000001,0,1622517120
77003,626052,281,29891348.0,2021-06-01 14:34:36,47.34579519458072,8.112733907901669,2.06,1.0,1.0000000000000249,2.1220000000000008,0,1622527836
77004,626053,281,29895811.0,2021-06-01 16:09:26,47.34580842506404,8.11273164320531,2.2,1.0,1.0000000000000249,2.164000000000001,0,1622529206
77005,626054,281,29900487.0,2021-06-01 17:07:37,47.34581288082649,8.112730832464727,2.09,1.0,1.0000000000000249,2.1420000000000017,0,1622530537
77006,626055,281,29904902.0,2021-06-01 18:42:21,47.345840484069655,8.112725897834844,2.16,1.0,1.0000000000000249,2.1620000000000017,0,1622534061
77007,626056,281,29909343.0,2021-06-01 19:35:47,47.34578462941546,8.112735227118835,2.02,1.0,1.0000000000000249,2.1060000000000008,0,1622535107
77405,629557,282,29868297.0,2021-06-01 05:48:03,47.344868344141204,8.112918246993218,1.65,0.6,0.9200000000000254,1.774000000000002,2,1622515683
77406,629558,282,29872733.0,2021-06-01 07:24:06,47.34485802811032,8.112920544111919,2.06,0.6666666666666666,0.8533333333333587,1.8340000000000016,0,1622517126
77407,629559,282,29891348.0,2021-06-01 14:34:30,47.34486482992544,8.1129189777631,1.99,1.0,0.8533333333333587,1.8120000000000016,0,1622527830
77408,629560,282,29895811.0,2021-06-01 16:09:32,47.34489306933529,8.112912448586764,1.75,1.0,0.8533333333333587,1.792000000000002,0,1622529212
77409,629561,282,29900487.0,2021-06-01 17:07:30,47.3448741760973,8.112916923139476,1.58,1.0,0.8533333333333587,1.806000000000002,2,1622530530
77410,629562,282,29904902.0,2021-06-01 18:42:26,47.34497384154594,8.112894236777464,1.86,1.0,0.9333333333333588,1.8480000000000016,0,1622534066
77411,629563,282,29909343.0,2021-06-01 19:35:41,47.3448979651155,8.112911486421325,1.93,1.0,1.0000000000000255,1.822000000000002,0,1622535101
77809,633064,283,29868297.0,2021-06-01 05:47:29,47.34380279044362,8.113289315985519,2.19,1.0,1.000000000000025,2.154000000000002,0,1622515649
77810,633065,283,29872733.0,2021-06-01 07:24:12,47.34399215181212,8.113197614964132,2.3,1.0,1.000000000000025,2.1540000000000017,0,1622517132
77811,633066,283,29891348.0,2021-06-01 14:33:29,47.343774748974354,8.113302694456562,2.14,1.0,1.000000000000025,2.170000000000002,0,1622527769
77812,633067,283,29895811.0,2021-06-01 16:09:38,47.34400649562961,8.113191922045097,2.23,1.0,1.000000000000025,2.1980000000000017,0,1622529218
77813,633068,283,29900487.0,2021-06-01 17:06:54,47.34387501261055,8.113252714432479,2.2,1.0,1.000000000000025,2.212000000000002,0,1622530494
77814,633069,283,29904902.0,2021-06-01 18:42:32,47.344038334221885,8.113179210533996,2.2,1.0,1.000000000000025,2.214000000000002,0,1622534072
77815,633070,283,29909343.0,2021-06-01 19:35:36,47.34403679130514,8.11317584260924,2.17,1.0,1.000000000000025,2.188000000000001,0,1622535096
78213,636571,284,29868297.0,2021-06-01 05:47:19,47.34328070058861,8.113552049667598,2.26,1.0,0.9600000000000254,2.2780000000000022,0,1622515639
78214,636572,284,29872733.0,2021-06-01 07:24:19,47.34315994339546,8.113613751922774,2.26,1.0,1.000000000000025,2.2700000000000022,0,1622517139
78215,636573,284,29891348.0,2021-06-01 14:33:18,47.34325370680336,8.113565759740268,2.28,1.0,1.000000000000025,2.260000000000002,0,1622527758
78216,636574,284,29895811.0,2021-06-01 16:09:44,47.34314863838868,8.113617889649424,2.2,1.0,1.000000000000025,2.2460000000000018,0,1622529224
78217,636575,284,29900487.0,2021-06-01 17:06:45,47.343214086509114,8.113585349788849,2.24,0.8,0.9600000000000254,2.248000000000002,0,1622530485
78218,636576,284,29904902.0,2021-06-01 18:42:38,47.34318032306214,8.113602809011919,2.2,1.0,0.9600000000000254,2.236000000000002,0,1622534078
78219,636577,284,29909343.0,2021-06-01 19:35:30,47.34320304108781,8.113590657180616,2.24,1.0,0.9600000000000254,2.232000000000002,0,1622535090
78617,640078,285,29868297.0,2021-06-01 05:47:13,47.34235829150597,8.113938579403529,2.26,1.0,1.0000000000000269,2.204000000000002,0,1622515633
78618,640079,285,29872733.0,2021-06-01 07:24:56,47.34235356595026,8.113938846710383,2.33,0.6,0.9200000000000268,2.236000000000002,0,1622517176
78619,640080,285,29891348.0,2021-06-01 14:33:11,47.342331084704114,8.113945227853787,2.2,1.0,0.9200000000000268,2.216000000000002,0,1622527751
78620,640081,285,29895811.0,2021-06-01 16:09:50,47.34233441332448,8.113947676635714,2.33,1.0,0.9200000000000268,2.2700000000000022,0,1622529230
78621,640082,285,29900487.0,2021-06-01 17:06:39,47.34232773783682,8.113948164798698,1.72,1.0,0.9200000000000268,2.168000000000002,0,1622530479
78622,640083,285,29904902.0,2021-06-01 18:42:43,47.34231700778375,8.113950210645681,2.33,1.0,0.9200000000000268,2.182000000000002,0,1622534083
78623,640084,285,29909343.0,2021-06-01 19:35:25,47.342294574986276,8.113957255574565,1.93,0.75,0.9500000000000268,2.102000000000002,0,1622535085
79021,643585,286,29868297.0,2021-06-01 05:47:07,47.34146113691043,8.114119983833158,1.55,1.0,1.0000000000000282,1.6940000000000022,2,1622515627
79022,643586,286,29872733.0,2021-06-01 07:25:04,47.34144459605244,8.11412238020055,1.99,0.6666666666666666,0.9333333333333615,1.7480000000000022,0,1622517184
79023,643587,286,29891348.0,2021-06-01 14:33:06,47.341459369453794,8.114120969375987,1.83,1.0,0.9333333333333615,1.7960000000000025,0,1622527746
79024,643588,286,29895811.0,2021-06-01 16:09:55,47.34149589175397,8.114116142340784,1.72,1.0,0.9333333333333615,1.802000000000002,0,1622529235
79025,643589,286,29900487.0,2021-06-01 17:06:33,47.34146458108264,8.114120075187683,2.17,1.0,0.9333333333333615,1.852000000000002,0,1622530473
79026,643590,286,29904902.0,2021-06-01 18:42:48,47.341383263234356,8.114128208594957,1.86,0.8,0.8933333333333616,1.914000000000002,0,1622534088
79027,643591,286,29909343.0,2021-06-01 19:35:20,47.3413875679497,8.114128043267874,1.79,1.0,0.9600000000000282,1.8740000000000017,0,1622535080
79425,647092,287,29868297.0,2021-06-01 05:47:02,47.34058219442669,8.114164104792044,2.43,1.0,1.0000000000000282,2.364000000000002,0,1622515622
79426,647093,287,29872733.0,2021-06-01 07:25:10,47.34052193784145,8.114163605444599,2.33,1.0,1.0000000000000282,2.3500000000000023,0,1622517190
79427,647094,287,29891348.0,2021-06-01 14:33:01,47.340616139269045,8.114164386093586,2.44,1.0,1.0000000000000282,2.386000000000002,0,1622527741
79428,647095,287,29895811.0,2021-06-01 16:10:01,47.34054588482019,8.114163803893657,2.34,1.0,1.0000000000000282,2.374000000000002,0,1622529241
79429,647096,287,29900487.0,2021-06-01 17:06:27,47.34052103982975,8.114163598002758,2.41,1.0,1.0000000000000282,2.390000000000002,0,1622530467
79430,647097,287,29904902.0,2021-06-01 18:42:53,47.34050846766591,8.114163493817001,2.4,1.0,1.0000000000000282,2.384000000000002,0,1622534093
79431,647098,287,29909343.0,2021-06-01 19:35:16,47.340546408660344,8.11416380823473,2.4,1.0,1.0000000000000282,2.3980000000000024,0,1622535076
79829,650599,288,29868297.0,2021-06-01 05:46:57,47.339690109601456,8.114156712068452,1.61,1.0,0.8000000000000285,2.142000000000002,2,1622515617
79830,650600,288,29872733.0,2021-06-01 07:25:16,47.33959204672354,8.114155899419552,2.54,0.3333333333333333,0.8666666666666952,2.238000000000002,0,1622517196
79831,650601,288,29891348.0,2021-06-01 14:32:56,47.339687595168684,8.114156691231301,2.06,1.0,0.8666666666666952,2.1620000000000017,0,1622527736
79832,650602,288,29895811.0,2021-06-01 16:10:07,47.33958145018546,8.114155811605844,2.4,1.0,0.8666666666666952,2.2100000000000017,0,1622529247
79833,650603,288,29900487.0,2021-06-01 17:06:23,47.33964525391692,8.114156340348558,2.16,0.5,0.7666666666666951,2.154000000000002,0,1622530463
79834,650604,288,29904902.0,2021-06-01 18:42:57,47.33961198258335,8.114156064628395,2.44,1.0,0.7666666666666949,2.320000000000002,0,1622534097
79835,650605,288,29909343.0,2021-06-01 19:35:11,47.33970699222146,8.114156851975041,2.1,1.0,0.9000000000000284,2.232000000000002,0,1622535071
80233,654106,289,29868297.0,2021-06-01 05:46:52,47.33875518202328,8.11412715498103,1.82,0.8,0.1600000000000287,1.808000000000002,0,1622515612
80234,654107,289,29872733.0,2021-06-01 07:25:21,47.338685793644075,8.114119981176945,2.06,0.0,0.1600000000000287,1.8620000000000017,0,1622517201
80235,654108,289,29891348.0,2021-06-01 14:32:51,47.33874748927754,8.114126404660869,2.09,1.0,0.3600000000000287,1.8620000000000017,0,1622527731
80236,654109,289,29895811.0,2021-06-01 16:10:12,47.33873406394394,8.114128021547605,2.07,1.0,0.5600000000000287,1.9380000000000024,0,1622529252
80237,654110,289,29900487.0,2021-06-01 17:06:18,47.33881639925049,8.114132542114515,2.06,0.6,0.6800000000000287,2.0200000000000022,0,1622530458
80238,654111,289,29904902.0,2021-06-01 18:43:02,47.33871821929535,8.114125915579583,2.1,0.0,0.5200000000000287,2.0760000000000023,0,1622534102
80239,654112,289,29909343.0,2021-06-01 19:35:06,47.33876432310749,8.114127751147057,2.03,1.0,0.7200000000000287,2.070000000000002,0,1622535066
80637,657613,290,29868297.0,2021-06-01 05:46:47,47.33782901002597,8.113949138643004,1.99,1.0,0.9500000000000288,1.988000000000002,0,1622515607
80638,657614,290,29872733.0,2021-06-01 07:25:26,47.33783822278034,8.11395139418876,1.99,1.0,0.9500000000000288,1.986000000000002,0,1622517206
80639,657615,290,29891348.0,2021-06-01 14:32:46,47.337816785409615,8.11394614570729,1.96,1.0,1.0000000000000289,2.006000000000002,0,1622527726
80640,657616,290,29895811.0,2021-06-01 16:10:16,47.3378747194611,8.113960329620024,2.03,1.0,1.0000000000000289,1.9720000000000024,0,1622529256
80641,657617,290,29900487.0,2021-06-01 17:06:13,47.33790253489252,8.113967139633173,1.99,0.8,0.9600000000000288,1.992000000000002,0,1622530453
80642,657618,290,29904902.0,2021-06-01 18:43:06,47.337834679413284,8.113950526671161,2.04,0.8,0.9200000000000288,2.002000000000002,0,1622534106
80643,657619,290,29909343.0,2021-06-01 19:35:01,47.33782971869939,8.113949312146525,1.86,1.0,0.9200000000000288,1.976000000000002,0,1622535061
81041,661120,291,29868297.0,2021-06-01 05:46:42,47.336911100788434,8.113724408209105,2.16,1.0,1.0000000000000289,2.190000000000002,0,1622515602
81042,661121,291,29872733.0,2021-06-01 07:25:30,47.336979310604384,8.113741107922879,2.3,1.0,1.0000000000000289,2.2120000000000024,0,1622517210
81043,661122,291,29891348.0,2021-06-01 14:32:42,47.336984049857826,8.113742268227666,2.26,1.0,1.0000000000000289,2.216000000000002,0,1622527722
81044,661123,291,29895811.0,2021-06-01 16:10:21,47.33692385690985,8.113727531272463,2.2,1.0,1.0000000000000289,2.2240000000000024,0,1622529261
81045,661124,291,29900487.0,2021-06-01 17:06:08,47.33699082654734,8.113743927355074,2.2,1.0,1.0000000000000289,2.2240000000000024,0,1622530448
81046,661125,291,29904902.0,2021-06-01 18:43:11,47.336959024827955,8.113736141384628,2.27,1.0,1.0000000000000289,2.246000000000002,0,1622534111
81047,661126,291,29909343.0,2021-06-01 19:34:57,47.336996008721655,8.113745196099561,2.26,1.0,1.0000000000000289,2.238000000000002,0,1622535057
81445,664629,292,29868297.0,2021-06-01 05:46:38,47.336070968457896,8.113518719786498,2.23,1.0,1.000000000000029,2.1980000000000026,0,1622515598
81446,664630,292,29872733.0,2021-06-01 07:25:35,47.33612057559677,8.113530865032876,2.37,1.0,1.000000000000029,2.232000000000002,0,1622517215
81447,664631,292,29891348.0,2021-06-01 14:32:37,47.336143253145984,8.113536417145507,2.2,1.0,1.000000000000029,2.2320000000000024,0,1622527717
81448,664632,292,29895811.0,2021-06-01 16:10:26,47.336068310932596,8.113518069148299,2.2,1.0,1.000000000000029,2.232000000000002,0,1622529266
81449,664633,292,29900487.0,2021-06-01 17:06:03,47.33609470901722,8.113524532154406,2.24,1.0,1.000000000000029,2.248000000000002,0,1622530443
81450,664634,292,29904902.0,2021-06-01 18:43:15,47.33608779945146,8.11352284049509,2.23,1.0,1.000000000000029,2.248000000000002,0,1622534115
81451,664635,292,29909343.0,2021-06-01 19:34:52,47.33615264306869,8.113538716067142,2.2,1.0,1.000000000000029,2.214000000000002,0,1622535052
81839,668123,293,29868297.0,2021-06-01 05:46:32,47.33518771530746,8.113308722383968,2.36,1.0,1.0000000000000293,2.328000000000002,0,1622515592
81840,668124,293,29872733.0,2021-06-01 07:25:39,47.335271081750314,8.113327651301002,2.33,1.0,1.0000000000000293,2.3140000000000023,0,1622517219
81841,668125,293,29891348.0,2021-06-01 14:32:32,47.3352338215561,8.113319048527876,2.4,1.0,1.0000000000000293,2.3560000000000025,0,1622527712
81842,668126,293,29895811.0,2021-06-01 16:10:30,47.3351840191508,8.113307866246718,2.37,1.0,1.0000000000000293,2.3580000000000023,0,1622529270
81843,668127,293,29900487.0,2021-06-01 17:05:57,47.33521110072545,8.113313895893251,2.4,1.0,1.0000000000000293,2.3720000000000026,0,1622530437
81844,668128,293,29904902.0,2021-06-01 18:43:20,47.33518200111629,8.113307188352161,2.37,1.0,1.0000000000000293,2.374000000000002,0,1622534120
81845,668129,293,29909343.0,2021-06-01 19:34:47,47.335226717056855,8.113317477460537,2.4,1.0,1.0000000000000293,2.388000000000002,0,1622535047
82233,671617,294,29868297.0,2021-06-01 05:46:26,47.33431479866783,8.113029007549121,2.37,1.0,1.000000000000029,2.3460000000000023,0,1622515586
82234,671618,294,29872733.0,2021-06-01 07:25:44,47.33433788793646,8.113036011483294,2.47,1.0,1.000000000000029,2.3720000000000026,0,1622517224
82235,671619,294,29891348.0,2021-06-01 14:32:25,47.334319575999814,8.113026917548089,2.37,1.0,1.000000000000029,2.380000000000002,0,1622527705
82236,671620,294,29895811.0,2021-06-01 16:10:36,47.334309568497105,8.113025628899209,2.37,1.0,1.000000000000029,2.3880000000000026,0,1622529276
82237,671621,294,29900487.0,2021-06-01 17:05:50,47.33435646234084,8.113046004392887,2.37,1.0,1.000000000000029,2.3900000000000023,0,1622530430
82238,671622,294,29904902.0,2021-06-01 18:43:25,47.3342904270901,8.113013769922704,2.37,1.0,1.000000000000029,2.3900000000000023,0,1622534125
82239,671623,294,29909343.0,2021-06-01 19:34:41,47.33433670408811,8.11303643090566,2.34,1.0,1.000000000000029,2.364000000000002,0,1622535041
82627,675111,295,29868297.0,2021-06-01 05:46:18,47.333494327084466,8.112691880587185,2.37,1.0,1.000000000000029,2.360000000000002,0,1622515578
82628,675112,295,29872733.0,2021-06-01 07:25:50,47.33348707111679,8.112683730027596,2.4,1.0,1.000000000000029,2.372000000000002,0,1622517230
82629,675113,295,29891348.0,2021-06-01 14:32:18,47.333466588170545,8.112679755580702,2.37,1.0,1.000000000000029,2.372000000000002,0,1622527698
82630,675114,295,29895811.0,2021-06-01 16:10:42,47.33345771504489,8.112687461311026,2.33,1.0,1.000000000000029,2.3660000000000023,0,1622529282
82631,675115,295,29900487.0,2021-06-01 17:05:42,47.33348276590136,8.112690452771782,2.37,1.0,1.000000000000029,2.368000000000002,0,1622530422
82632,675116,295,29904902.0,2021-06-01 18:43:32,47.3334195380036,8.112676582642749,2.37,1.0,1.000000000000029,2.368000000000002,0,1622534132
82633,675117,295,29909343.0,2021-06-01 19:34:33,47.33345314389744,8.112687050986779,2.37,1.0,1.000000000000029,2.3620000000000023,0,1622535033
83021,678605,296,29868297.0,2021-06-01 05:46:11,47.33264100603914,8.112930442119943,2.33,1.0,1.0000000000000293,2.3640000000000017,0,1622515571
83022,678606,296,29872733.0,2021-06-01 07:25:57,47.33261533801482,8.112958068599854,2.47,1.0,1.0000000000000293,2.3780000000000023,0,1622517237
83023,678607,296,29891348.0,2021-06-01 14:32:10,47.3326088892072,8.112962907845509,2.37,1.0,1.0000000000000293,2.3780000000000023,0,1622527690
83024,678608,296,29895811.0,2021-06-01 16:10:50,47.33259121336493,8.112971427895278,2.37,1.0,1.0000000000000293,2.380000000000002,0,1622529290
83025,678609,296,29900487.0,2021-06-01 17:05:35,47.33262840137614,8.112940272468562,2.4,1.0,1.0000000000000293,2.3880000000000026,0,1622530415
83026,678610,296,29904902.0,2021-06-01 18:43:39,47.33262235578722,8.11294153301716,2.37,1.0,1.0000000000000293,2.396000000000002,0,1622534139
83027,678611,296,29909343.0,2021-06-01 19:34:26,47.332587101671706,8.112974388390898,2.37,1.0,1.0000000000000293,2.376000000000002,0,1622535026
83415,682099,297,29868297.0,2021-06-01 05:46:03,47.331870845435326,8.113655793402925,2.4,1.0,1.0000000000000293,2.408000000000002,0,1622515563
83416,682100,297,29872733.0,2021-06-01 07:26:05,47.33184196169054,8.113685286357013,2.44,1.0,1.0000000000000293,2.4160000000000017,0,1622517245
83417,682101,297,29891348.0,2021-06-01 14:32:03,47.331832972531785,8.113692902060137,2.44,1.0,1.0000000000000293,2.424000000000002,0,1622527683
83418,682102,297,29895811.0,2021-06-01 16:10:57,47.331865880593575,8.113663753220496,2.4,1.0,1.0000000000000293,2.4160000000000017,0,1622529297
83419,682103,297,29900487.0,2021-06-01 17:05:27,47.33186668835701,8.113660991670175,2.4,1.0,1.0000000000000293,2.416000000000002,0,1622530407
83420,682104,297,29904902.0,2021-06-01 18:43:45,47.33191768743811,8.113615426015325,2.3,1.0,1.0000000000000293,2.396000000000002,0,1622534145
83421,682105,297,29909343.0,2021-06-01 19:34:19,47.33185873063604,8.113670013785702,2.44,1.0,1.0000000000000293,2.3960000000000017,0,1622535019
83809,685593,298,29868297.0,2021-06-01 05:45:54,47.3309734854201,8.114219440296067,2.4,1.0,1.0000000000000293,2.406000000000002,0,1622515554
83810,685594,298,29872733.0,2021-06-01 07:26:12,47.33101275243361,8.114203185623099,2.5,1.0,1.0000000000000293,2.420000000000002,0,1622517252
